epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1192.4,1.28315,0.89913,1.17676,0.82949,0.67027,0.76254,0.39719,1.34046,0.83481,1.19504,0.005545,0.005545,0.005545
137,1200.97,1.30126,0.91362,1.17226,0.81259,0.73846,0.78966,0.4058,1.35181,0.82406,1.21352,0.005512,0.005512,0.005512
138,1209.54,1.2952,0.91634,1.17586,0.77043,0.7292,0.77087,0.39908,1.33593,0.83711,1.18406,0.005479,0.005479,0.005479
139,1218.12,1.29514,0.90904,1.17424,0.80011,0.74804,0.77506,0.39068,1.36033,0.82381,1.21406,0.005446,0.005446,0.005446
140,1226.69,1.29055,0.87862,1.16635,0.7508,0.69174,0.74366,0.34956,1.44842,0.90418,1.27613,0.005413,0.005413,0.005413
141,1235.27,1.30017,0.91282,1.16455,0.72457,0.70499,0.73332,0.37762,1.39158,0.84693,1.21865,0.00538,0.00538,0.00538
142,1243.84,1.28215,0.89943,1.1654,0.77482,0.7075,0.74543,0.39032,1.35986,0.85122,1.20746,0.005347,0.005347,0.005347
143,1252.37,1.28085,0.89756,1.16131,0.80715,0.71397,0.78734,0.37775,1.41282,0.85801,1.25056,0.005314,0.005314,0.005314
144,1260.91,1.31291,0.92022,1.17168,0.69521,0.75742,0.73922,0.36694,1.39957,0.84757,1.20413,0.005281,0.005281,0.005281
145,1269.49,1.26265,0.89031,1.15799,0.72996,0.68831,0.73675,0.35927,1.42662,0.90066,1.25597,0.005248,0.005248,0.005248
146,1278.06,1.25965,0.87736,1.14199,0.7156,0.63332,0.7024,0.33171,1.46908,0.93053,1.27726,0.005215,0.005215,0.005215
147,1286.61,1.25727,0.89493,1.14929,0.7644,0.69278,0.71732,0.33838,1.47443,0.88782,1.31666,0.005182,0.005182,0.005182
148,1295.17,1.27215,0.88917,1.1614,0.79605,0.72438,0.78713,0.39335,1.39012,0.83059,1.23109,0.005149,0.005149,0.005149
149,1303.74,1.26118,0.88936,1.17089,0.80628,0.70382,0.78517,0.38451,1.39305,0.85849,1.23937,0.005116,0.005116,0.005116
150,1312.29,1.27957,0.89533,1.15175,0.75618,0.68394,0.73645,0.37718,1.35171,0.84251,1.17692,0.005083,0.005083,0.005083
151,1320.83,1.26876,0.89726,1.15813,0.80827,0.72707,0.78534,0.41337,1.34672,0.79869,1.2165,0.00505,0.00505,0.00505
152,1329.39,1.2617,0.87303,1.1582,0.81268,0.72941,0.77177,0.40447,1.36067,0.83012,1.19856,0.005017,0.005017,0.005017
153,1337.93,1.26639,0.89275,1.16452,0.81264,0.69521,0.75976,0.3672,1.41754,0.88203,1.26064,0.004984,0.004984,0.004984
154,1346.47,1.26803,0.89409,1.15366,0.81393,0.72419,0.78418,0.40585,1.3356,0.81047,1.19101,0.004951,0.004951,0.004951
155,1355.05,1.26135,0.8737,1.1523,0.77814,0.71271,0.77236,0.40045,1.34662,0.83026,1.19406,0.004918,0.004918,0.004918
156,1363.61,1.2473,0.87514,1.14729,0.79953,0.69993,0.7579,0.36416,1.42215,0.8589,1.28178,0.004885,0.004885,0.004885
157,1372.16,1.22292,0.86985,1.14259,0.72438,0.69399,0.74777,0.38992,1.34669,0.84895,1.19874,0.004852,0.004852,0.004852
158,1380.73,1.22528,0.85887,1.13929,0.85937,0.74006,0.80629,0.42237,1.33336,0.80159,1.20084,0.004819,0.004819,0.004819
